City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
344,Gat,IL,31.61,34.7642,54.91,100,6,6.8,clear sky
345,Poli,TZ,-3.3333,36.8,60.1,85,100,1.07,overcast clouds
346,Lasa,IT,46.6166,10.7002,42.26,96,100,6.73,snow
347,Antalaha,MG,-14.9003,50.2788,74.95,84,41,4.25,scattered clouds
348,Haifa,IL,32.8156,34.9892,52.21,93,98,5.99,overcast clouds
349,Coquimbo,CL,-29.9533,-71.3436,64.13,82,100,3.44,overcast clouds
350,Camacha,PT,33.0833,-16.3333,59.76,67,75,14.97,broken clouds
351,Opuwo,NA,-18.0607,13.84,68.04,46,98,1.61,overcast clouds
352,Dali,CN,25.7,100.1833,47.34,48,1,2.04,clear sky
353,Pandhurna,IN,21.6,78.5167,66.36,28,0,0.65,clear sky
354,Piacabucu,BR,-10.4056,-36.4344,78.21,81,9,8.14,clear sky
355,Yar-Sale,RU,66.8333,70.8333,-8.99,99,47,9.69,scattered clouds
356,Vanavara,RU,60.34,102.2797,-8.79,98,100,2.28,overcast clouds
357,Tiksi,RU,71.6872,128.8694,-17.37,98,100,6.26,overcast clouds
358,Teknaf,BD,20.8624,92.3058,67.41,49,14,6.76,few clouds
359,Iskateley,RU,67.6803,53.1512,16.18,87,100,16.98,overcast clouds
360,Bollnas,SE,61.3482,16.3946,26.29,80,85,7.27,overcast clouds
361,Waddan,LY,29.1614,16.139,54.7,27,95,6.15,overcast clouds
362,Carutapera,BR,-1.195,-46.02,75.67,94,100,4.45,overcast clouds
363,Bull Savanna,JM,17.8868,-77.5902,70.79,76,2,5.97,clear sky
364,High Level,CA,58.5169,-117.136,33.91,80,40,8.05,scattered clouds
365,Kasongo-Lunda,CD,-6.4667,16.8167,69.55,98,100,0.76,overcast clouds
366,Olinda,BR,-8.0089,-34.8553,82.13,69,75,5.75,broken clouds
367,Asau,RO,46.4333,26.4,34.75,70,100,5.95,overcast clouds
368,Preobrazheniye,RU,42.9019,133.9064,19.15,42,5,6.4,clear sky
369,Port Lincoln,AU,-34.7333,135.8667,79.56,48,0,18.32,clear sky
370,Sorochinsk,RU,52.4338,53.1583,14.43,97,99,3.53,light snow
371,Maceo,CO,6.552,-74.7874,64.09,96,33,3.83,scattered clouds
372,Balugo,PH,12.5792,121.4393,81.12,73,87,13.96,overcast clouds
373,Kankon,IN,15.0167,74.0167,71.4,76,23,2.57,few clouds
374,Brownsville,US,25.9018,-97.4975,60.91,86,100,3.44,overcast clouds
375,Bandhi,PK,26.5861,68.3006,51.67,28,3,5.53,clear sky
376,Tigil,RU,57.8,158.6667,20.77,77,69,9.13,broken clouds
377,Pontianak,ID,-0.0333,109.3333,78.78,88,75,3.44,broken clouds
378,Atambua,ID,-9.1061,124.8925,83.93,67,18,4.97,few clouds
379,Jussara,BR,-23.6214,-52.4694,76.96,76,3,4.99,clear sky
380,Shizunai,JP,42.3339,142.3669,29.98,62,52,12.88,broken clouds
381,Marsh Harbour,BS,26.5412,-77.0636,73.85,72,28,12.8,scattered clouds
382,Bharatpur,IN,27.2167,77.4833,54.99,61,1,4.16,clear sky
383,Filadelfia,US,39.9523,-75.1638,32.11,72,75,1.01,broken clouds
384,Kavieng,PG,-2.5744,150.7967,83.66,71,55,2.68,broken clouds
385,Tabuk,PH,17.4189,121.4443,73.33,86,99,3.02,overcast clouds
386,Touros,BR,-5.1989,-35.4608,79.7,76,19,8.86,few clouds
387,Ostrovnoy,RU,68.0531,39.5131,11.53,88,16,18.66,few clouds
388,Acapulco,MX,16.8634,-99.8901,80.42,74,0,9.22,clear sky
389,Arlit,NE,18.7369,7.3853,61.18,13,0,8.7,clear sky
390,Chicama,PE,-7.8447,-79.1469,66.74,74,99,5.37,overcast clouds
391,Batagay,RU,67.6333,134.6333,-29.16,93,100,0.45,overcast clouds
392,Sanmenxia,CN,34.7747,111.1814,36.52,37,10,8.99,clear sky
393,Borogontsy,RU,62.6683,131.1683,-22.02,93,100,3.31,overcast clouds
394,Bandarbeyla,SO,9.4942,50.8122,74.34,76,99,12.12,overcast clouds
395,Fairbanks,US,64.8378,-147.7164,-3.41,76,100,0.0,overcast clouds
396,Zarubino,RU,42.63,131.0922,20.32,47,0,11.9,clear sky
397,Lleida,ES,41.6167,0.6167,36.95,85,0,2.3,clear sky
398,Rochegda,RU,62.8,43.25,7.81,94,100,7.27,overcast clouds
399,Murray Bridge,AU,-35.1167,139.2667,92.32,21,3,15.43,clear sky
400,Klaksvik,FO,62.2266,-6.589,32.92,50,100,15.43,overcast clouds
401,Buena Vista,US,43.4203,-83.8986,30.49,69,0,16.11,clear sky
402,Kontagora,NG,10.3999,5.4695,70.72,19,0,6.64,clear sky
403,Minot,US,48.2325,-101.2963,22.19,79,100,8.05,overcast clouds
404,Aksu,CN,41.1231,80.2644,24.46,40,100,1.14,overcast clouds
405,Anloga,GH,5.7947,0.8973,79.02,83,99,6.64,overcast clouds
406,Northam,GB,51.0333,-4.2167,46.62,80,12,14.05,few clouds
407,Banda Aceh,ID,5.5577,95.3222,77.9,86,100,7.38,overcast clouds
408,Prado,BR,-17.3411,-39.2208,76.06,89,75,7.2,broken clouds
409,Soe,ID,-9.8607,124.284,81.66,59,32,2.86,scattered clouds
410,Acarau,BR,-2.8856,-40.12,78.48,80,1,11.3,clear sky
411,Imbituba,BR,-28.24,-48.6703,75.09,80,46,4.99,scattered clouds
412,Mayo,US,38.8876,-76.5119,34.25,64,75,0.0,broken clouds
413,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.17,88,2,18.68,clear sky
414,Rio Rancho,US,35.2334,-106.6645,34.97,64,0,1.99,clear sky
415,Erenhot,CN,43.6475,111.9767,10.08,70,3,5.82,clear sky
416,Thompson,CA,55.7435,-97.8558,-7.44,71,100,5.75,overcast clouds
417,Mudkhed,IN,19.1667,77.5167,70.05,47,74,6.62,broken clouds
418,Pasighat,IN,28.0667,95.3333,61.56,62,3,1.63,clear sky
419,Salinopolis,BR,-0.6136,-47.3561,77.67,88,100,7.16,overcast clouds
420,Lompoc,US,34.6391,-120.4579,59.18,73,0,3.44,clear sky
421,Moron,AR,-34.6534,-58.6198,65.97,83,9,6.29,clear sky
422,Pottendorf,AT,47.9,16.3833,45.97,75,100,5.21,light rain
423,Mpongwe,ZM,-13.5091,28.155,62.92,100,100,2.73,moderate rain
424,Bubaque,GW,11.2833,-15.8333,76.44,70,6,7.78,clear sky
425,Ancud,CL,-41.8697,-73.8203,58.53,89,5,2.86,clear sky
426,Pathein,MM,16.7833,94.7333,80.08,38,43,11.41,scattered clouds
427,Tabou,CI,4.423,-7.3528,78.89,83,100,5.53,overcast clouds
428,Lunglei,IN,22.8833,92.7333,58.51,42,26,0.67,scattered clouds
429,Belinskiy,RU,52.9647,43.4165,15.96,98,97,4.23,light snow
430,Ukiah,US,39.1502,-123.2078,59.65,51,0,0.0,clear sky
431,Tautira,PF,-17.7333,-149.15,86.0,76,72,19.98,light rain
432,San Ignacio,BZ,17.1561,-89.0714,71.74,88,40,0.0,scattered clouds
433,Escuinapa,MX,22.85,-105.8,64.04,84,59,4.83,broken clouds
434,Aasiaat,GL,68.7098,-52.8699,6.75,92,100,5.08,light snow
435,Zlobin,HR,45.2924,14.6541,43.9,81,75,8.05,broken clouds
436,Rawson,AR,-43.3002,-65.1023,63.79,49,0,18.57,clear sky
437,Zhaozhou,CN,45.6833,125.3167,11.37,76,9,6.55,clear sky
438,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,81,27,12.46,scattered clouds
439,Linfen,CN,36.0889,111.5189,35.65,34,70,4.05,broken clouds
440,Muswellbrook,AU,-32.2667,150.9,71.24,42,61,13.13,light rain
441,Husavik,IS,66.0449,-17.3389,24.71,85,100,14.5,overcast clouds
442,La Ronge,CA,55.1001,-105.2842,14.25,85,75,5.75,broken clouds
443,Kolondieba,ML,11.0882,-6.8926,70.16,15,1,4.79,clear sky
444,Beinamar,TD,8.6698,15.3813,68.59,21,56,3.62,broken clouds
445,Nikitinskiy,RU,54.5845,86.0115,1.63,90,100,3.58,overcast clouds
446,Xuddur,SO,4.1213,43.8894,65.95,70,31,12.77,scattered clouds
447,Santa Maria,BR,-29.6842,-53.8069,65.5,59,0,2.3,clear sky
448,Okha,RU,53.5739,142.9478,4.62,94,100,23.8,snow
449,Miranda,CO,3.2499,-76.2281,68.13,96,100,1.54,overcast clouds
450,Frontera,MX,26.9333,-101.45,57.33,33,82,4.0,broken clouds
451,Khasan,RU,42.4308,130.6434,23.72,47,15,15.46,few clouds
452,Avera,US,33.194,-82.5271,42.75,54,99,6.71,light rain
453,Mantua,IT,45.1667,10.7833,42.82,92,3,5.99,clear sky
454,Goderich,CA,43.7501,-81.7165,28.72,69,100,14.97,overcast clouds
455,Baiao,BR,-2.7906,-49.6717,72.82,99,100,2.68,moderate rain
456,Gwadar,PK,25.1216,62.3254,69.1,67,0,4.79,clear sky
457,Amapa,BR,1.0,-52.0,71.08,99,100,1.41,overcast clouds
458,El Seibo,DO,18.7641,-69.0375,71.13,92,49,9.55,scattered clouds
459,Phuthaditjhaba,ZA,-28.5242,28.8158,53.38,91,48,2.13,scattered clouds
460,Ocean City,US,39.2776,-74.5746,36.99,79,37,5.01,scattered clouds
461,Hala,PK,25.8131,68.4227,51.78,29,0,6.26,clear sky
462,Jawhar,SO,2.7809,45.5005,71.01,79,96,14.7,overcast clouds
463,Kokoda,PG,-8.8785,147.7407,87.15,67,100,1.25,overcast clouds
464,Alekseyevsk,RU,57.8406,108.3492,8.89,93,99,2.37,overcast clouds
465,Aksarka,RU,66.5606,67.7975,-14.62,100,96,6.78,overcast clouds
466,Puerto Madryn,AR,-42.7692,-65.0385,63.48,54,0,16.49,clear sky
467,Tubmanburg,LR,6.8708,-10.8172,74.71,95,75,1.28,light rain
468,Ati,TD,13.2154,18.3353,62.28,15,0,11.03,clear sky
469,Kyzyl-Suu,KG,42.3414,78.0056,27.48,92,100,2.82,light snow
470,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.48,72,51,6.91,broken clouds
471,Logan,US,41.7355,-111.8344,33.48,71,0,0.0,clear sky
472,Treinta Y Tres,UY,-33.2333,-54.3833,61.34,65,16,13.09,few clouds
473,Constitucion,CL,-35.3333,-72.4167,57.79,80,0,4.09,clear sky
474,Atar,MR,20.5169,-13.0499,69.08,11,0,5.88,clear sky
475,Sarankhola,BD,22.3082,89.7897,65.52,54,85,4.09,overcast clouds
476,Ishigaki,JP,24.3448,124.1572,68.13,68,75,17.27,broken clouds
477,Lavrentiya,RU,65.5833,-171.0,-15.63,95,56,5.19,broken clouds
478,San Lorenzo,PY,-25.3333,-57.5333,70.74,68,0,5.01,clear sky
479,Vostok,RU,46.4856,135.8833,6.49,83,99,5.86,overcast clouds
480,Tigzirt,DZ,36.8886,4.1198,51.04,82,6,4.99,clear sky
481,Kaabong,UG,3.4836,34.1492,65.98,42,60,3.49,broken clouds
482,Tynaarlo,NL,53.0775,6.6167,41.02,74,100,18.41,light intensity drizzle
483,Bereda,ES,43.2686,-7.5406,41.0,98,61,1.95,broken clouds
484,Tyumentsevo,RU,53.3224,81.498,-4.54,100,66,2.37,broken clouds
485,Maningrida,AU,-12.0667,134.2667,89.24,60,94,4.25,overcast clouds
486,Barghat,IN,22.0333,79.7167,64.98,26,1,0.98,clear sky
487,Tezu,IN,27.9167,96.1667,61.83,46,2,2.19,clear sky
488,Muisne,EC,0.6,-80.0333,75.76,88,66,4.29,light rain
489,Srinivaspur,IN,13.3333,78.2167,67.21,74,94,6.93,overcast clouds
490,Najran,SA,17.4924,44.1277,50.65,59,32,3.18,scattered clouds
491,San Francisco,US,37.7749,-122.4194,60.71,73,20,1.01,few clouds
492,Ciudad Bolivar,VE,8.1222,-63.5497,78.55,74,42,14.9,scattered clouds
493,Port-Gentil,GA,-0.7193,8.7815,79.66,84,33,10.49,scattered clouds
494,Hanchuan,CN,30.65,113.7667,33.91,100,100,9.35,light snow
495,Xining,CN,36.6167,101.7667,13.23,73,84,0.96,broken clouds
496,Tacuarembo,UY,-31.7333,-55.9833,57.76,59,0,7.47,clear sky
497,San Rafael,AR,-34.6177,-68.3301,68.43,36,0,7.65,clear sky
498,Zacamulpa,MX,19.3564,-99.3333,55.98,58,75,4.03,broken clouds
499,Solnechnyy,RU,50.7214,136.6319,4.87,89,100,3.15,overcast clouds
500,Oranjestad,AW,12.524,-70.027,78.75,73,20,16.11,few clouds
501,Waingapu,ID,-9.6567,120.2641,86.88,65,17,11.63,few clouds
502,Remanso,BR,-9.6179,-42.0831,77.14,59,70,4.52,broken clouds
503,Curumani,CO,9.1999,-73.5427,78.08,67,61,2.33,broken clouds
504,Nouadhibou,MR,20.931,-17.0347,64.38,94,96,6.91,overcast clouds
505,Trelew,AR,-43.249,-65.3051,64.56,43,0,16.26,clear sky
506,Beloha,MG,-25.1667,45.05,73.96,93,100,12.73,light rain
507,Masuda,JP,34.6667,131.85,48.34,45,40,9.22,scattered clouds
508,San-Pedro,CI,4.7485,-6.6363,78.37,85,100,3.98,overcast clouds
509,Matagami,CA,49.7502,-77.6328,6.91,85,100,2.3,light snow
510,Saint John,CA,45.2727,-66.0677,21.2,86,75,0.0,broken clouds
511,Zhanaozen,KZ,43.3,52.8,33.15,82,100,2.3,overcast clouds
512,Saint George,US,37.1041,-113.5841,54.19,24,0,1.01,clear sky
513,San Patricio,US,28.017,-97.5169,58.98,83,100,9.93,overcast clouds
514,Roald,NO,62.5833,6.1333,39.9,81,75,12.66,light rain
515,Assai,BR,-23.3733,-50.8414,76.86,91,64,3.11,broken clouds
516,Palmer,US,42.1584,-72.3287,22.37,78,20,0.0,few clouds
517,Hamilton,US,39.1834,-84.5333,30.97,84,0,1.01,clear sky
518,Anna,RU,51.4842,40.4299,16.86,98,72,6.4,broken clouds
519,Wukari,NG,7.85,9.7833,69.15,22,0,4.72,clear sky
520,Sechura,PE,-5.5569,-80.8222,72.57,74,86,11.52,overcast clouds
521,Nuuk,GL,64.1835,-51.7216,9.21,72,100,13.8,overcast clouds
522,Mareeba,AU,-17.0,145.4333,84.67,71,49,5.82,scattered clouds
523,Alta Floresta,BR,-9.8756,-56.0861,72.01,97,95,1.63,moderate rain
524,Vizinga,RU,61.0749,50.1031,17.47,97,100,4.18,overcast clouds
525,Astoria,US,46.1879,-123.8313,46.29,88,0,1.01,clear sky
526,Amatitan,MX,20.8333,-103.7167,70.32,41,99,4.94,overcast clouds
527,Lake Havasu City,US,34.4839,-114.3224,66.2,12,20,11.5,few clouds
528,Muyezerskiy,RU,63.9333,31.65,21.38,95,100,10.31,light snow
529,Saint-Francois,FR,46.4154,3.9054,48.67,92,100,16.11,overcast clouds
530,Darnah,LY,32.767,22.6367,56.3,49,70,3.58,broken clouds
531,Berlevag,NO,70.8578,29.0864,19.9,85,60,20.71,broken clouds
532,Panaba,MX,21.2833,-88.2667,68.16,89,0,6.22,clear sky
533,Menongue,AO,-14.6585,17.691,59.09,97,100,6.11,light rain
534,Aljezur,PT,37.3191,-8.8033,51.91,73,0,6.42,clear sky
535,Huari,PE,-9.3333,-77.2333,39.88,93,100,0.54,overcast clouds
536,Alice Springs,AU,-23.7,133.8833,87.35,27,0,5.75,clear sky
537,Buala,SB,-8.145,159.5921,86.63,71,97,12.3,light rain
538,Hami,CN,42.8,93.45,27.0,33,67,7.27,broken clouds
539,Bathsheba,BB,13.2167,-59.5167,77.61,83,40,14.97,scattered clouds
540,Pascagoula,US,30.3658,-88.5561,41.05,97,0,0.0,clear sky
541,Mandera,KE,3.9366,41.867,73.02,46,99,3.02,overcast clouds
542,Aklavik,CA,68.2191,-135.0107,-22.97,91,100,19.39,overcast clouds
543,Marjamaa,EE,58.9039,24.4306,33.78,99,100,4.36,overcast clouds
544,Rovaniemi,FI,66.5,25.7167,26.01,93,100,10.36,overcast clouds
545,Nhulunbuy,AU,-12.2333,136.7667,88.41,66,75,12.66,broken clouds
546,Boddam,GB,57.4667,-1.7833,39.38,72,13,17.27,few clouds
547,Wenling,CN,28.3669,121.36,43.92,93,100,4.72,moderate rain
548,Coronel Bogado,PY,-27.1833,-56.3,72.09,47,0,4.54,clear sky
549,Udachnyy,RU,66.4167,112.4,-13.54,98,99,4.36,overcast clouds
550,Grivenskaya,RU,45.6473,38.176,33.13,88,54,6.73,broken clouds
551,Saint-Augustin,CA,51.226,-58.6502,-24.81,92,18,4.99,few clouds
552,Hearst,CA,49.6835,-83.6665,3.45,96,100,7.36,overcast clouds
553,Bahia De Caraquez,EC,-0.6,-80.4167,77.18,87,98,4.81,overcast clouds
554,Sibolga,ID,1.7427,98.7792,84.6,63,75,1.54,broken clouds
555,Trat,TH,12.5,102.5,86.25,47,100,10.45,overcast clouds
556,Oksfjord,NO,70.2396,22.3479,23.92,80,61,10.94,broken clouds
557,Kinloss,GB,57.6349,-3.5701,39.61,82,75,9.22,broken clouds
558,Darhan,MN,49.4867,105.9228,3.47,82,17,6.71,few clouds
559,Mianyang,CN,31.4593,104.7542,38.97,95,100,4.12,overcast clouds
560,Garissa,KE,-0.4536,39.6401,76.5,74,100,7.4,overcast clouds
561,Sambava,MG,-14.2667,50.1667,74.34,86,49,4.03,scattered clouds
562,Semnan,IR,35.5729,53.3971,31.84,55,0,0.0,clear sky
563,Pierre,US,44.3683,-100.351,36.52,52,100,3.44,overcast clouds
564,Glasgow,GB,55.8652,-4.2576,38.91,80,78,5.75,broken clouds
565,Elko,US,41.0002,-115.5012,32.02,48,0,1.01,clear sky
566,Maniitsoq,GL,65.4167,-52.9,2.68,92,100,13.85,overcast clouds
567,Siavonga,ZM,-16.5382,28.7088,69.98,92,95,4.18,light rain
568,Plettenberg Bay,ZA,-34.0527,23.3716,69.51,62,0,4.0,clear sky
569,Sainte-Marie,RE,-20.8968,55.5496,78.93,81,100,10.36,overcast clouds
570,Zykovo,RU,55.9519,93.1461,12.99,89,100,3.91,overcast clouds
571,Iki-Burul,RU,45.8208,44.6472,30.54,87,100,10.85,overcast clouds
572,Meerssen,NL,50.8875,5.75,39.6,89,75,15.01,broken clouds
573,Kampong Thum,KH,12.7111,104.8887,87.08,48,47,9.35,scattered clouds
574,Tomatlan,MX,19.9333,-105.25,67.48,83,100,1.54,overcast clouds
575,Taltal,CL,-25.4,-70.4833,67.33,75,2,4.27,clear sky
576,Illapel,CL,-31.6308,-71.1653,70.74,64,0,2.42,clear sky
577,Sioux Lookout,CA,50.1001,-91.917,5.38,84,0,2.3,clear sky
578,Leningradskiy,RU,69.3833,178.4167,-26.57,100,63,2.82,broken clouds
579,Khorixas,NA,-20.3667,14.9667,70.93,74,100,3.87,light rain
580,Havoysund,NO,70.9963,24.6622,23.88,77,52,14.85,broken clouds
581,Pali,IN,25.7667,73.3333,61.45,51,0,4.59,clear sky
582,Changtu,CN,42.7788,124.0955,18.93,44,0,8.79,clear sky
583,Kloulklubed,PW,7.0419,134.2556,84.7,79,43,22.39,scattered clouds
584,Chumikan,RU,54.7183,135.315,-1.1,80,16,13.96,few clouds
585,Karratha,AU,-20.7377,116.8463,90.97,58,65,10.78,broken clouds
586,Caucaia,BR,-3.7361,-38.6531,81.03,74,20,5.75,few clouds
587,Kirakira,SB,-10.4544,161.9205,85.84,73,100,13.22,overcast clouds
588,Victor Harbor,AU,-35.5667,138.6167,90.72,48,1,12.97,clear sky
589,Ustka,PL,54.5805,16.8619,37.69,87,79,11.9,moderate rain
590,Concarneau,FR,47.875,-3.9225,52.59,88,69,11.43,broken clouds
591,Tutoia,BR,-2.7619,-42.2744,84.18,83,8,10.02,clear sky
592,Hofn,IS,64.2539,-15.2082,31.5,76,100,17.96,light snow
593,Humaita,BR,-7.5061,-63.0208,74.08,98,100,2.93,overcast clouds
594,Akyab,MM,20.15,92.9,65.71,48,97,5.3,overcast clouds
595,Abu Samrah,SY,35.3029,37.1841,47.41,89,91,7.11,overcast clouds
596,Hudson Bay,CA,52.85,-102.3842,9.81,95,99,5.48,overcast clouds
597,Hambantota,LK,6.1241,81.1185,77.34,88,75,4.61,broken clouds
598,Shimoda,JP,34.6667,138.95,46.76,84,97,1.5,overcast clouds
599,Auki,SB,-8.7676,160.7034,84.31,79,100,11.12,light rain
600,Killam,CA,52.7834,-111.8518,42.39,60,71,11.5,broken clouds
601,Langarud,IR,37.197,50.1535,41.05,76,100,2.57,overcast clouds
602,Aykhal,RU,66.0,111.5,-14.48,99,99,6.35,overcast clouds
603,Benesov Nad Ploucnici,CZ,50.7416,14.3124,37.89,97,98,18.45,overcast clouds
604,Coahuayana,MX,18.7333,-103.6833,69.87,75,49,3.4,scattered clouds
605,Toora-Khem,RU,52.4675,96.11,-3.64,92,99,2.26,overcast clouds
606,Ballina,AU,-28.8667,153.5667,75.38,77,75,18.41,broken clouds
607,Zaysan,KZ,47.4667,84.8667,13.1,72,2,3.76,clear sky
608,Horsham,GB,51.064,-0.3272,42.58,63,0,10.36,clear sky
609,Nabire,ID,-3.3667,135.4833,82.9,73,100,1.83,overcast clouds
610,Severomuysk,RU,56.1481,113.4267,-1.97,94,99,2.91,overcast clouds
611,Tianpeng,CN,30.9866,103.9393,37.87,90,100,3.44,overcast clouds
612,Batemans Bay,AU,-35.7167,150.1833,74.19,61,60,10.65,broken clouds
613,Linares,CL,-35.85,-71.6,66.34,37,0,1.3,clear sky
614,Okhotsk,RU,59.3833,143.3,4.23,71,95,9.28,overcast clouds
615,Primorsk,UA,46.7348,36.3443,37.11,87,92,13.58,overcast clouds
616,Mbandaka,CD,0.0487,18.2603,72.09,43,84,0.29,broken clouds
617,Goma,CD,-1.6792,29.2228,61.59,83,98,4.21,overcast clouds
618,Bandar-E Lengeh,IR,26.5579,54.8807,60.91,44,0,6.91,clear sky
619,Maracas,BR,-13.4411,-40.4308,63.48,96,100,3.65,overcast clouds
620,Duku,NG,11.2361,4.9073,72.19,16,0,9.13,clear sky
621,Dwarka,IN,22.2394,68.9678,68.23,62,4,4.68,clear sky
622,Spearfish,US,44.4908,-103.8594,40.86,42,0,5.99,clear sky
623,Ambunti,PG,-4.2365,142.8448,88.34,62,96,4.07,overcast clouds
624,Nador,MA,35.174,-2.9287,57.45,82,75,8.05,broken clouds
625,Akdepe,TM,42.0551,59.3788,30.2,63,97,7.54,overcast clouds
626,Kieta,PG,-6.2167,155.6333,86.86,68,100,11.68,overcast clouds
627,Aracaju,BR,-10.9111,-37.0717,80.55,78,40,6.91,scattered clouds
628,Itiuba,BR,-10.6917,-39.8536,72.03,76,77,4.32,broken clouds
629,Maridi,SS,4.9158,29.4742,63.88,24,41,4.38,scattered clouds
630,Benton Harbor,US,42.1167,-86.4542,30.11,74,0,10.36,clear sky
631,Nieuw Nickerie,SR,5.95,-56.9833,78.19,84,100,11.5,light rain
632,Gornopravdinsk,RU,60.05,69.9,10.42,93,100,8.86,overcast clouds
633,Dongsheng,CN,39.8161,109.9776,19.38,28,98,3.56,overcast clouds
634,Verkhnevilyuysk,RU,63.4453,120.3167,-9.81,95,100,7.0,overcast clouds
635,Kuryk,KZ,43.2,51.65,36.68,77,100,5.26,overcast clouds
636,Rocha,UY,-34.4833,-54.3333,62.85,85,100,13.89,overcast clouds
637,Astana,KZ,51.1801,71.446,17.55,73,100,6.71,overcast clouds
638,Bethanien,NA,-26.502,17.1583,73.9,57,96,3.62,overcast clouds
639,Irbeyskoye,RU,55.6428,95.4522,17.83,86,100,3.67,overcast clouds
640,Clarksburg,US,39.2807,-80.3445,29.05,95,23,2.62,few clouds
641,Port-Cartier,CA,50.0334,-66.8654,3.74,97,100,3.96,light snow
642,Colonial Heights,US,37.268,-77.4073,36.5,58,100,0.0,overcast clouds
643,Ellisras,ZA,-23.6649,27.7443,64.2,81,41,2.28,scattered clouds
644,Kochki,RU,54.3358,80.4806,-3.89,97,71,4.47,broken clouds
645,Morant Bay,JM,17.8815,-76.4093,76.62,78,4,5.46,clear sky
646,Pochutla,MX,15.7432,-96.4661,71.1,82,0,3.06,clear sky
647,Labe,GN,11.3182,-12.2833,63.63,19,2,0.31,clear sky
648,Umkomaas,ZA,-30.2067,30.7978,70.68,88,7,5.77,clear sky
649,Madera,US,37.1666,-119.8343,60.89,63,0,3.94,clear sky
650,Gewane,ET,10.1664,40.6453,72.77,62,100,8.79,overcast clouds
651,Luderitz,NA,-26.6481,15.1594,67.19,78,40,3.09,scattered clouds
652,Chegdomyn,RU,51.1167,133.0167,0.88,88,100,2.06,overcast clouds
653,Kichha,IN,28.9167,79.5,53.64,72,53,3.0,broken clouds
654,Presidente Medici,BR,-11.1753,-61.9014,72.45,97,95,3.4,overcast clouds
655,Te Anau,NZ,-45.4167,167.7167,70.7,39,26,1.39,scattered clouds
656,Vallenar,CL,-28.5708,-70.7581,69.37,55,0,2.64,clear sky
657,Turiacu,BR,-1.6633,-45.3717,74.57,95,100,2.8,overcast clouds
658,Sarkand,KZ,45.41,79.9186,27.91,74,100,4.23,overcast clouds
659,Ola,RU,59.5833,151.2833,17.15,63,33,9.55,scattered clouds
660,Onguday,RU,50.75,86.15,-5.08,93,8,2.39,clear sky
661,Bilma,NE,18.6853,12.9164,56.57,18,0,7.92,clear sky
662,Khandyga,RU,62.6667,135.6,-22.02,89,90,1.07,overcast clouds
663,Ozinki,RU,51.1786,49.6769,11.07,91,100,6.17,overcast clouds
664,Perth,AU,-31.9333,115.8333,73.58,53,75,20.71,broken clouds
665,Santa Lucia,ES,27.9117,-15.5407,58.32,68,20,16.11,few clouds
666,Dawson Creek,CA,55.7666,-120.2362,44.24,49,0,14.97,clear sky
667,Srednekolymsk,RU,67.45,153.6833,-25.64,96,30,1.68,scattered clouds
668,Virginia Beach,US,36.8529,-75.978,40.01,79,100,1.01,overcast clouds
669,Pimenta Bueno,BR,-11.6725,-61.1936,73.0,98,100,2.86,moderate rain
670,Mittagong,AU,-34.45,150.45,67.3,59,62,9.51,broken clouds
671,Margate,GB,51.3813,1.3862,41.88,69,5,10.0,clear sky
672,Eureka,US,40.8021,-124.1637,46.26,86,0,1.01,clear sky
673,Ust-Kuyga,RU,70.0167,135.6,-33.5,98,100,4.81,overcast clouds
674,Itarema,BR,-2.9248,-39.9167,78.8,78,2,11.07,clear sky
675,Abasolo,MX,20.45,-101.5167,57.9,40,68,3.51,broken clouds
676,Tias,ES,28.9611,-13.645,62.35,82,1,16.11,clear sky
677,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,88,17,17.27,few clouds
678,Mananjary,MG,-21.2167,48.3333,75.99,96,99,4.38,overcast clouds
679,Tarko-Sale,RU,64.9225,77.785,-26.12,100,82,4.12,broken clouds
680,Namibe,AO,-15.1961,12.1522,72.28,70,95,7.43,overcast clouds
